date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
11/10/2019,2.5,-1.5,6.9,0,0,205,8.3,19.1,1013.3,342
11/11/2019,1.2,-3,4.8,0,0,190,14.8,37.8,1010.5,450
11/12/2019,4.2,1.8,7.4,0,0,192,20.9,53.6,1004.8,216
11/13/2019,3.5,1.2,7.1,0,0,212,16.2,33.1,1002.9,174
11/14/2019,3.3,0.1,8.2,0,0,139,14,35.6,1005.6,342
11/15/2019,2.5,-0.7,5.1,7.4,0,50,9.7,32.4,1002.9,0
11/16/2019,3.6,0.2,6.9,0,0,238,16.2,40.7,1008.5,300
11/17/2019,1.8,-0.3,3.4,1.9,0,23,6.8,24.8,1009.6,0
11/18/2019,4.2,2.6,5.9,1.2,0,206,17.3,48.6,1006.6,6
11/19/2019,4.5,2.4,6.9,0.2,0,241,16.6,51.8,1015.8,42
11/20/2019,2.2,-0.5,3.7,1,0,349,7.2,16.2,1017.6,0
11/21/2019,4,2,4.8,0.2,0,54,5,13.3,1010.6,0
11/22/2019,1.6,-1.2,3.2,0,0,168,6.8,15.1,1009.3,42
11/23/2019,1.6,-0.6,4.3,0,0,46,9.4,17.6,1004.6,6
11/24/2019,0.7,-1.6,2.2,0,0,17,4.7,15.8,1008.6,0
11/25/2019,1.1,-0.3,2.1,0,0,228,5,14.4,1011.1,0
11/26/2019,5.9,1.3,9.3,0,0,205,15.5,32.4,1006.8,168
11/27/2019,7.8,4.6,10.5,0.1,0,179,20.2,51.1,995.8,42
11/28/2019,8.9,7.6,10.9,1.2,0,222,33.5,63.4,993.2,78
11/29/2019,4.8,1.7,8.3,0.2,0,274,22,47.9,1006.8,210
11/30/2019,2.4,-0.3,5.5,0,0,262,13,27,1022.3,102
12/1/2019,-1.7,-3.3,0.3,0,0,38,6.8,15.5,1021.7,30
12/2/2019,1.1,-1.4,3.3,0.5,0,270,16.6,38.9,1023.3,60
12/3/2019,3,1.2,5.3,0.2,0,261,14.8,28.1,1027.5,114
12/4/2019,1.5,-3.1,5.2,0,0,213,8.3,18,1023.9,408
12/5/2019,-1.2,-5.2,3.6,0,0,224,11.2,28.1,1020.8,414
12/6/2019,2.3,-2.5,5.7,0.1,0,221,23,56.2,1012.8,78
12/7/2019,6.8,4.8,8.3,0,0,240,29.9,60.5,1010.8,18
12/8/2019,8.1,6.3,10.2,1.9,0,225,33.5,71.3,1004.4,0
12/9/2019,5.4,3.2,7.8,1.2,0,236,27.7,69.8,1002.2,132
12/10/2019,1.9,-0.3,4.4,0,0,249,19.4,38.9,1022.5,366
12/11/2019,2,-0.1,3.5,4.1,0,193,20.2,51.1,1010.8,0
12/12/2019,1.2,-0.2,3,0,30,198,14.8,28.1,1001.8,60
12/13/2019,1.4,-0.9,3.5,0.7,10,180,19.4,46.4,983,66
12/14/2019,4.2,2.9,6.1,1.8,0,228,35.6,74.5,991,72
12/15/2019,6,3.5,10.2,0.6,0,218,27.7,61.2,1002.6,54
12/16/2019,7.8,3.8,10.8,0,0,194,20.5,39.2,1008.1,24
12/17/2019,11.1,7.4,16.4,0,0,177,16.2,37.8,1005.8,270
12/18/2019,7.9,4.2,13.6,0.8,0,224,16.9,54.7,1015.9,18
12/19/2019,2.4,-0.8,6.4,0,0,66,9.7,27,1014.2,42
12/20/2019,6.3,0.4,12.1,0,0,149,13.3,39.2,995.2,192
12/21/2019,5.5,2.3,8.4,0,0,200,17.6,42.5,993.2,276
12/22/2019,5.5,2.4,7.8,0,0,185,18.7,45,988,0
12/23/2019,5.4,2.4,8.1,0.5,0,249,23.4,46.8,1004.4,132
12/24/2019,5.3,2.4,7.1,6.5,0,227,23,51.1,1010.8,12
12/25/2019,4.9,3.1,6.5,2.2,0,274,19.1,39.2,1016,24
12/26/2019,3.2,1.3,5.4,0,0,251,11.2,20.5,1024.5,12
12/27/2019,1.5,-0.7,3.7,0,0,38,7.6,19.8,1029.1,342
12/28/2019,-0.7,-3.9,0.5,0,0,37,6.5,15.8,1041.2,6
12/29/2019,-2.5,-6.6,1,0,0,222,11.2,25.2,1039.4,390
12/30/2019,3.5,-2.1,9.2,0,0,232,17.3,39.2,1031.4,342
12/31/2019,2.6,0.4,4.9,0,0,259,18,44.3,1031.5,48
1/1/2020,-1.1,-5.4,3.7,0,0,219,9.4,18,1034.3,408
1/2/2020,-0.1,-6.3,4.3,0,0,240,13.7,37.8,1027.9,402
1/3/2020,4.9,1.6,8,0.6,0,218,25.9,53.6,1019.8,0
1/4/2020,2.9,-0.6,4.7,2.3,0,270,24.8,64.4,1025.7,0
1/5/2020,1.7,-1.1,3.6,0,0,240,11.9,21.2,1034.4,18
1/6/2020,2.5,-1.4,4.8,0,0,214,12.2,30.2,1027.7,168
1/7/2020,2,-1.1,4.5,0,0,232,17.6,36.7,1026.3,36
1/8/2020,5.5,3.7,7.3,7.8,0,225,24.8,46.8,1024.9,0
1/9/2020,8.3,5.6,10.3,4.3,0,203,23,42.8,1017,0
1/10/2020,7.7,3.2,9.9,0.8,0,237,24.5,55.1,1017.2,18
1/11/2020,2.8,0,5.3,0,0,253,15.5,34.2,1031,342
1/12/2020,2.3,-0.2,4.2,0,0,216,22.7,51.8,1024,282
1/13/2020,4.1,2.5,5.9,0,0,206,21.2,42.1,1020.3,126
1/14/2020,7.4,4.5,10,0,0,200,31.7,64.1,1012,30
1/15/2020,9.4,6.9,12.3,0,0,211,27.4,50.8,1015.8,300
1/16/2020,8,4.8,11.6,0,0,200,15.5,33.5,1026.3,354
1/17/2020,5.8,1,9.5,0,0,196,18.7,43.6,1019,432
1/18/2020,3.4,0.7,5.7,0,0,238,17.3,37.4,1023.9,42
1/19/2020,2.1,0.2,4,0,0,291,14.8,25.6,1035.2,18
1/20/2020,1.1,-4.2,4.5,0,0,258,8.6,18.4,1046.1,330
1/21/2020,-2.3,-7.2,4.1,0,0,235,13.7,24.5,1041.8,456
1/22/2020,-1.7,-6.5,1.2,0,0,251,15.8,30.2,1035.5,108
1/23/2020,0.7,-4.9,3.3,0,0,184,7.6,18.7,1032.2,162
1/24/2020,-2.7,-6.6,2.5,0,0,253,10.8,19.4,1024.1,450
1/25/2020,-2.8,-4.2,-1.6,0,0,238,9.4,22.3,1022.6,0
1/26/2020,-0.5,-4.4,3.3,0,0,219,9,25.2,1019,0
1/27/2020,4.8,1.4,7.4,0.1,0,207,21.6,40,1010,84
1/28/2020,3.9,1.2,6.4,1.6,0,224,31,77,996.2,60
1/29/2020,2.5,1.1,4.3,0,0,236,25.6,54.7,1005.8,18
1/30/2020,5.4,1.9,8.2,0,0,225,29.2,60.8,1009.1,48
1/31/2020,11,8.1,13.1,0,0,247,33.1,67,1006.4,180
2/1/2020,10.3,5.6,11.8,2.4,0,232,32.4,62.6,1004.6,0
2/2/2020,7.6,5.7,11.2,4.3,0,240,25.2,67.7,1007.6,0
2/3/2020,8.6,5.3,10.9,12.3,0,250,30.6,64.8,1009,186
2/4/2020,3.1,1.2,5.2,0.3,0,276,24.1,51.8,1010,192
2/5/2020,1.3,-1.5,3.9,0,0,301,16.9,42.5,1031,390
2/6/2020,1.7,-1.4,3.4,0,0,256,13,27,1031.4,0
2/7/2020,2.6,-0.3,4.7,0,0,193,9.4,23.4,1029.1,0
2/8/2020,4,-0.4,9,0,0,199,16.6,31,1023.2,330
2/9/2020,8.7,4.2,11.9,6.2,0,206,40.3,92.9,1009.9,252
2/10/2020,6.2,0.4,11.7,5.6,0,240,47.9,98.6,994.5,168
2/11/2020,2.9,0.9,5.3,0,0,250,46.4,88.6,1001.5,414
2/12/2020,2.7,0.8,5.7,0,0,248,38.9,83.2,1011.8,396
2/13/2020,2.5,-0.1,5.2,0.1,0,198,23.8,54.7,1009.1,0
2/14/2020,4.7,2.7,7.1,0,0,248,18.4,39.6,1017.1,36
2/15/2020,6,1.6,9.7,0,0,199,20.2,47.5,1020.9,312
2/16/2020,12.5,8.2,16.2,0.5,0,204,41.4,99,1008.7,48
2/17/2020,7.5,4.9,15.5,0,0,229,30.6,75.6,1013.8,6
2/18/2020,5.8,4.3,8,0,0,236,35.3,72,1020,336
2/19/2020,3.7,-0.2,5.8,1.7,0,240,28.1,53.3,1017,48
2/20/2020,4.5,-0.2,7,2.6,0,212,24.5,56.2,1016.9,6
2/21/2020,4.4,1.7,6.5,0,0,247,28.8,71.6,1022.9,96
2/22/2020,7.6,3.4,12,0,0,228,41.4,91.4,1019.2,150
2/23/2020,8.7,3.9,11.3,6.2,0,250,42.1,95.4,1012.2,0
2/24/2020,4.9,1.6,9.6,0.4,0,235,26.3,69.5,1015.2,24
2/25/2020,7.3,2.4,9.6,4.5,0,238,32.4,67,998.5,204
2/26/2020,1.8,0.7,3.2,0,0,246,25.6,66.2,997,24
2/27/2020,1.4,-0.4,4.4,2.3,0,226,17.3,40,1001.7,48
2/28/2020,1.9,0,5,0.7,10,244,24.8,52.6,1013.3,228
2/29/2020,6.3,0.9,11.1,2.4,0,206,28.1,69.5,998.3,78
3/1/2020,6.3,3.3,9.4,1.9,0,211,26.6,60.8,996.2,312
3/2/2020,6,2.1,10,0.9,0,183,18.7,61.6,992.4,438
3/3/2020,3.8,-0.8,7,0.7,0,280,17.3,47.5,1000.6,150
3/4/2020,2.1,-1.2,5.8,0,0,226,17.3,37.4,1010.7,228
3/5/2020,4.4,-0.1,9.7,2.2,0,164,19.1,41,999.7,246
3/6/2020,5,2.6,7.8,3,0,219,23.4,54,992.7,12
3/7/2020,3.3,0.1,5.4,0,0,268,20.9,44.3,1014.8,66
3/8/2020,5.5,0.3,9.4,0,0,202,23,42.5,1015.5,150
3/9/2020,6.3,1.4,10,0.2,0,233,19.1,42.5,1012,204
3/10/2020,6.4,1.5,11.9,3.6,0,214,32,63.4,1007.4,0
3/11/2020,9.7,6.9,11.9,8.8,0,244,21.6,64.1,1010,0
3/12/2020,9.4,3.9,12.4,1.2,0,240,32.8,79.9,1008.7,258
3/13/2020,5.4,1.7,9.6,0.5,0,247,34.2,79.9,1015,342
3/14/2020,4.2,1.2,8.7,0,0,114,11.2,30.6,1022.7,462
3/15/2020,7.1,2.6,12.6,0,0,182,22.3,46.4,1018.3,618
3/16/2020,9.5,2.8,15.6,0,0,222,11.9,27,1019.3,564
3/17/2020,8.9,4.9,13.9,0,0,246,13.7,29.9,1027.6,264
3/18/2020,9.8,3.4,17,0,0,222,16.9,37.4,1026.8,618
3/19/2020,9.8,3.6,15.4,0,0,331,10.4,23.4,1024.5,480
3/20/2020,5.8,2.8,7.6,0,0,33,13.7,33.8,1024.4,0
3/21/2020,2.6,-2,5.6,0,0,50,19.8,49.7,1027.8,48
3/22/2020,-0.4,-4.6,4.3,0,0,78,15.5,47.5,1034.2,612
3/23/2020,-0.3,-5.3,4.9,0,0,85,11.5,31.7,1037,690
3/24/2020,0.8,-5,6.5,0,0,90,10.4,32,1034.4,690
3/25/2020,1.5,-4.5,7.2,0,0,64,14,44.3,1028.7,696
3/26/2020,3.2,-4.2,10.2,0,0,68,17.3,45,1023.4,582
3/27/2020,7.3,-0.8,15.7,0,0,59,15.8,43.2,1019.6,648
3/28/2020,7.2,-0.7,13.5,0,0,14,12.2,37.8,1019.4,690
3/29/2020,2,-3.2,5.3,1.4,0,,20.2,51.1,1023.7,0
3/30/2020,-0.7,-7,5.8,0.1,0,286,9.7,35.3,1028,498
3/31/2020,0.8,-3.9,4.8,0,0,40,11.9,31.3,1028.7,366
4/1/2020,1.6,-7.5,9.1,0,0,250,10.1,33.5,1021.1,726
4/2/2020,3.8,-4.8,12,0,0,244,13.7,41,1012.4,714
4/3/2020,5.5,1,8.6,0,0,268,13.7,30.2,1014.6,6
4/4/2020,6,1.2,10.9,0,0,336,8.3,20.5,1024.7,396
4/5/2020,9.1,1.8,16.7,0,0,99,11.2,34.9,1025.3,738
4/6/2020,12.8,2.1,21.5,0,0,197,9.7,26.6,1022.2,738
4/7/2020,12.6,3.7,19.1,0,0,121,12.2,33.5,1029.4,738
4/8/2020,12.9,4.3,20,0,0,32,7.2,33.5,1025.6,738
4/9/2020,11.7,2.9,18.5,0,0,36,11.2,22.3,1023.4,618
4/10/2020,10.7,4.4,17.6,0,0,357,9.4,28.8,1025,678
4/11/2020,9.4,0.2,15.8,0,0,58,8.6,23.8,1024.9,756
4/12/2020,13.5,2.7,23.1,0,0,214,13.7,38.9,1015.2,480
4/13/2020,7.2,0.7,12.1,0,0,295,23.4,48.2,1015.9,348
4/14/2020,3.9,-0.7,8.8,0,0,312,15.8,34.6,1023.6,546
4/15/2020,7.3,-1.4,15.8,0,0,252,12.6,35.6,1023.4,624
4/16/2020,12.7,2.3,22.1,0,0,250,9.7,24.1,1016.3,720
4/17/2020,12.5,5.8,18.3,0,0,37,9.4,23.8,1016.1,768
4/18/2020,12.6,5.2,20.3,5.8,0,43,9.7,25.2,1015.3,492
4/19/2020,8.9,3.8,14,0,0,53,14.4,41,1019,612
4/20/2020,8.3,1.2,14,0,0,61,19.4,56.2,1021.5,792
4/21/2020,9.8,1.5,15.9,0,0,63,18.7,49.3,1020.7,792
4/22/2020,11.1,3.7,17.4,0,0,66,17.3,45.7,1021.6,798
4/23/2020,12,2.9,19.2,0,0,56,10.4,31.7,1020.1,798
4/24/2020,12.5,3.6,20.8,0,0,261,16.9,41.4,1010.1,570
4/25/2020,9.2,3.9,13.7,0,0,338,11.5,40.3,1011.3,282
4/26/2020,10.2,0.5,18,0,0,219,8.6,20.2,1010.6,810
4/27/2020,14,3.5,22.1,0,0,214,13,37.1,1007.2,720
4/28/2020,13.1,5.2,19.8,1.3,0,221,14,40.7,1004.1,216
4/29/2020,13.4,8.6,18.8,0,0,247,19.8,53.3,1004.8,420
4/30/2020,11.7,7.7,16.9,6,0,208,22.7,58.3,1003.4,102
5/1/2020,9.7,5.8,13.8,2.7,0,220,23.8,54,1002.1,336
5/2/2020,7.5,4.3,11.3,1.9,0,242,20.5,56.5,1007.6,234
5/3/2020,9.6,3.2,15,0.1,0,275,14.4,36.7,1016.8,258
5/4/2020,8.2,2.9,11.5,0.1,0,0,11.2,30.6,1016.9,36
5/5/2020,6.8,0.5,12,0,0,335,10.8,28.8,1019.8,642
5/6/2020,8.1,-1.7,15.5,0,0,303,10.4,28.4,1023.5,822
5/7/2020,11.9,1.8,19.7,0,0,292,12.2,28.8,1022.4,828
5/8/2020,14.4,5.3,21.5,0,0,302,10.1,25.9,1017.1,696
5/9/2020,15.6,7.5,21.6,0,0,49,8.6,30.2,1012.9,522
5/10/2020,15.3,8.2,21.3,0,0,320,6.5,21.6,1005.2,78
5/11/2020,5,-0.2,13.5,15.9,0,354,16.9,44.3,1008.2,78
5/12/2020,5.1,-2.9,9.9,0,0,303,11.9,34.2,1017.1,492
5/13/2020,8,2.2,12.7,0,0,4,8.3,23.8,1011.9,288
5/14/2020,7.7,4.1,11.9,0,0,3,9.4,27.7,1016.7,66
5/15/2020,8.2,2.2,14.3,0,0,2,10.4,27.7,1019,666
5/16/2020,9.6,0,16.8,0,0,269,10.1,29.5,1021.4,744
5/17/2020,11.4,5.3,16.9,0,0,289,11.2,25.9,1021.9,660
5/18/2020,14.4,4.3,22.1,0,0,247,14,38.2,1021.6,828
5/19/2020,15.7,8,21.4,0,0,294,11.5,33.8,1020.1,474
5/20/2020,14,9,16.2,0,0,36,7.6,18.7,1021.7,54
5/21/2020,14.9,5.6,21.5,0,0,55,7.6,22.7,1022.2,846
5/22/2020,17.8,10.5,23.9,7.6,0,195,12.6,33.8,1019,156
5/23/2020,12.8,9.5,16.1,0.6,0,257,20.2,45,1021.7,42
5/24/2020,11.5,7.4,16.2,2.3,0,252,23.8,58.3,1026.6,240
5/25/2020,12,7.7,16.5,0,0,308,19.1,50.8,1029.7,282
5/26/2020,11.8,4.8,17.8,0,0,314,7.6,22,1034.3,306
5/27/2020,14.9,5.9,21.2,1.8,0,285,9.7,34.9,1031.6,612
5/28/2020,13.5,8.6,18.3,0,0,9,14,36,1029.6,684
5/29/2020,13.1,6.7,18.1,0,0,44,10.8,34.2,1027.2,732
5/30/2020,12.3,7.9,17.2,0,0,27,13.7,42.8,1023.4,462
5/31/2020,12.6,6.3,18.7,0,0,16,11.9,43.6,1021.8,480
6/1/2020,15.9,7.1,22.1,0,0,37,10.4,36,1021.6,900
6/2/2020,17.8,10.3,24.5,0,0,45,7.9,22.3,1016.4,840
6/3/2020,17,9.4,25.4,25.3,0,204,10.8,62.3,1004.6,480
6/4/2020,14.3,10.8,17.2,4.9,0,203,11.2,33.1,994.8,18
6/5/2020,10.9,6.8,15.3,2.1,0,240,23.8,50.8,996,96
6/6/2020,10.8,6.3,16.1,0.7,0,216,21.2,46.1,1002.1,168
6/7/2020,13.5,10.3,16.5,0,0,223,15.8,34.9,1007.3,78
6/8/2020,13.8,7.3,19.3,0,0,189,7.9,23,1013.1,210
6/9/2020,13.7,7.9,19,3,0,18,9.7,33.8,1015.3,114
6/10/2020,13.3,11.8,16,6.2,0,331,10.4,25.6,1013.4,0
6/11/2020,13.7,11.6,16.2,2,0,22,7.2,17.3,1010.4,18
6/12/2020,19.4,12.7,25.7,0,0,93,10.1,43.9,1008.6,636
6/13/2020,21.5,14.6,28.8,34.2,0,46,10.4,57.2,1008.3,690
6/14/2020,18,16.4,20.6,25.1,0,343,8.6,24.1,1010.9,12
6/15/2020,16.8,14.8,19,4.5,0,269,14.4,35.6,1014,36
6/16/2020,17.3,14.1,22.8,3.7,0,277,9.4,28.4,1014.2,204
6/17/2020,19.8,14.9,24.7,0,0,56,8.6,34.2,1010.1,432
6/18/2020,15.3,12,16.8,8,0,264,16.9,32,1011.1,0
6/19/2020,16.7,10.7,21.8,2.3,0,270,16.2,38.9,1013.9,456
6/20/2020,16.4,12.5,19.6,0,0,283,15.5,38.9,1018.4,156
6/21/2020,17.7,10.8,22.5,0,0,290,10.4,28.1,1019.2,774
6/22/2020,17.7,12.2,21.9,0,0,282,13.3,35.6,1022,456
6/23/2020,18,9.5,23.4,0,0,315,8.3,28.8,1024.4,876
6/24/2020,18.5,10.1,23.9,0.1,0,51,9,31.3,1023.1,720
6/25/2020,18.8,14,23.9,1.6,0,45,9.4,30.2,1019.4,444
6/26/2020,21,13.4,27.6,0,0,101,8.3,36,1013.5,894
6/27/2020,21,14.1,27.6,0,0,213,16.2,55.1,1010.5,564
6/28/2020,19.5,14.4,24.4,0.1,0,222,18.4,43.6,1012.7,138
6/29/2020,16.5,11.5,21.2,0,0,231,16.6,54.7,1011.8,558
6/30/2020,16.3,10.7,21,0,0,234,22.7,54.7,1010,492
7/1/2020,20.1,14.4,26.4,2.5,0,227,20.5,46.8,1007.4,462
7/2/2020,18,14.2,24,0.8,0,240,14.4,50.4,1010.3,516
7/3/2020,16.8,11.1,21.7,0,0,256,15.8,40,1016.1,564
7/4/2020,18.7,11.8,24.7,0,0,226,20.5,48.2,1015.4,480
7/5/2020,21.4,18.4,25.8,0,0,227,28.1,54.4,1011.2,246
7/6/2020,14.9,7.9,19.7,0.2,0,261,25.2,59.8,1013.9,534
7/7/2020,14.1,7.3,19.9,3.4,0,260,14,40,1018.8,492
7/8/2020,13.1,11.7,15.7,3.2,0,240,10.1,27.4,1016.2,36
7/9/2020,17.9,12.4,24.3,0.7,0,217,15.5,44.3,1013.2,144
7/10/2020,18.7,11.9,25.8,0,0,237,21.6,62.6,1010.9,174
7/11/2020,14.4,9,19.9,0,0,320,10.1,36.7,1022.3,540
7/12/2020,14.9,6,20.9,0,0,347,7.9,29.9,1026.1,630
7/13/2020,17.6,7.7,24.1,0,0,35,5.8,20.5,1021.9,882
7/14/2020,19.2,10.5,26.3,1.3,0,218,11.5,34.2,1013.5,546
7/15/2020,14.5,10.5,17.6,4.1,0,276,10.1,38.9,1012.8,66
7/16/2020,14.4,11.3,17.7,0.3,0,265,12.6,27.7,1016.1,30
7/17/2020,15.9,8.1,21.5,0,0,302,8.3,24.1,1019.2,438
7/18/2020,18.9,10.1,24.9,0,0,341,7.6,21.2,1018.6,702
7/19/2020,20.9,11.5,27.5,0,0,256,9,29.9,1015.3,594
7/20/2020,18.4,13,23.7,0.2,0,277,13.7,36.4,1016.4,378
7/21/2020,17,12.2,23,0,0,356,10.4,33.8,1021,708
7/22/2020,16.5,7.6,23.4,0,0,357,8.3,26.3,1020.8,846
7/23/2020,17.8,9.6,23.6,0,0,12,7.6,24.5,1015.9,798
7/24/2020,20.6,13.9,27.7,0.3,0,239,15.1,42.1,1010.3,336
7/25/2020,20.3,15.3,26.4,5,0,248,13,43.6,1011.6,450
7/26/2020,19,14.7,23.8,4.6,0,215,17.6,46.8,1010.9,228
7/27/2020,20,10.8,25.9,0,0,200,11.9,30.2,1014.1,372
7/28/2020,22.2,14.8,27.2,0,0,248,19.8,52.2,1009.8,426
7/29/2020,17.8,11,23.7,0,0,276,14.8,47.5,1017.9,774
7/30/2020,18.8,8.7,26.9,0,0,290,8.6,29.2,1019.6,840
7/31/2020,21.8,12.5,28.6,0,0,39,7.2,21.6,1017.4,858
8/1/2020,24.3,14.2,33.3,0,0,12,8.6,42.1,1013.3,660
8/2/2020,18.9,16.1,22.6,3,0,315,7.9,40.3,1012.3,84
8/3/2020,16.5,12.8,20.8,0,0,359,9.4,22.7,1011.8,180
8/4/2020,16.6,9.6,22.6,0,0,348,10.1,33.8,1014.5,480
8/5/2020,19.6,10.4,26.8,0,0,205,10.4,34.2,1017.5,792
8/6/2020,22,11.3,29.1,0,0,101,9.4,27.4,1019.7,834
8/7/2020,23.9,12.4,31.7,0,0,45,7.6,25.2,1019.9,828
8/8/2020,27.5,18.6,34.3,0,0,78,8.3,22.7,1018.2,732
8/9/2020,26,17,34.8,0.6,0,54,11.5,41.4,1016.1,540
8/10/2020,21.3,19.5,23.9,6,0,45,9,25.6,1016.4,30
8/11/2020,24.2,18.1,31.9,0,0,75,10.4,50,1016.6,570
8/12/2020,23.3,18.4,31.6,13.3,0,127,10.4,49.7,1015.8,546
8/13/2020,21.7,17.6,25.2,3.6,0,288,9,22.7,1013.4,126
8/14/2020,20.1,17.7,22.9,3,0,256,9.7,26.3,1012.9,0
8/15/2020,19.9,17.4,24.2,23.8,0,213,7.2,15.5,1014,66
8/16/2020,22.3,16.5,28.3,0,0,125,7.6,28.8,1011.6,450
8/17/2020,19.3,15,22.8,1.9,0,230,13.3,33.5,1009.7,114
8/18/2020,19,14.1,25.1,0,0,254,12.6,35.3,1010,444
8/19/2020,19.8,13.6,25.3,0,0,253,9.4,21.2,1010.2,612
8/20/2020,23.2,17.3,28.8,0,0,200,13.3,36.7,1009.6,450
8/21/2020,26.4,19.8,33.1,9.2,0,208,18.7,47.5,1009.9,540
8/22/2020,21.1,16.7,24.9,0,0,226,18.7,44.6,1014.3,240
8/23/2020,18.1,14.3,22.8,0.1,0,245,19.8,51.1,1015.1,276
8/24/2020,16.5,11.5,21.3,0,0,244,19.1,51.5,1014.9,180
8/25/2020,17.3,10.1,22.3,0.1,0,219,16.2,45.4,1011.4,330
8/26/2020,18.7,15.8,21.5,0,0,236,42.1,96.5,1006.9,288
8/27/2020,16.7,13.6,20.8,2.3,0,270,16.9,41.4,1014.2,390
8/28/2020,17.5,13.1,22.2,0,0,199,18.7,43.6,1003.2,180
8/29/2020,17.1,13.3,21.1,0,0,224,16.9,45,1004.6,198
8/30/2020,14.8,11.8,18.7,18.9,0,320,10.1,37.1,1007.9,60
8/31/2020,14.1,12.6,16.9,4.4,0,282,12.6,33.8,1016,0
9/1/2020,12.9,8.2,16.5,1.2,0,351,7.2,18.7,1017.3,12
9/2/2020,13.1,6.6,18.7,0,0,268,10.1,38.9,1017.7,534
9/3/2020,14.5,6.2,21.2,1.1,0,227,17.3,40.7,1019.7,348
9/4/2020,19.7,15.8,24.1,0,0,224,22,49,1019.7,150
9/5/2020,15,8.8,18.8,0,0,295,10.1,30.6,1016.8,30
9/6/2020,13.1,7,18.2,0,0,272,11.5,28.8,1019.2,492
9/7/2020,13.5,6.4,20.1,0,0,260,9.7,27,1023.3,558
9/8/2020,16.6,7.7,23.7,0,0,222,16.6,41.8,1024.8,726
9/9/2020,18.9,10.1,26.2,0,0,230,16.2,43.2,1020.4,654
9/10/2020,15.8,10.3,19.5,0,0,349,10.4,43.2,1020.4,594
9/11/2020,15.4,6.5,22.8,0,0,7,6.8,25.6,1017.1,618
9/12/2020,18.1,10.2,25.6,0,0,229,14.4,37.8,1018.6,678
9/13/2020,18.5,10.5,26.6,0,0,252,7.9,24.8,1025.2,678
9/14/2020,20.6,11,29.3,0,0,142,10.1,23.8,1025.2,696
9/15/2020,21.5,11.9,29.3,0,0,224,8.3,17.6,1019.8,684
9/16/2020,20.4,13.2,27.1,0,0,244,10.1,25.2,1017.9,264
9/17/2020,14.3,9.2,18.2,0,0,31,14,33.8,1026.1,420
9/18/2020,13.1,5.8,20,0,0,62,10.4,38.9,1026.3,690
9/19/2020,13.8,5,21.5,0,0,62,9,27.7,1020.5,594
9/20/2020,14.3,4.7,22.1,0,0,47,9,26.6,1017.3,678
9/21/2020,15.3,6.3,23.3,0,0,64,7.6,21.6,1015.7,672
9/22/2020,17.5,8.9,26.5,0,0,212,12.2,30.6,1010,582
9/23/2020,18.4,13.2,24.4,0,0,213,15.5,36,1005.2,372
9/24/2020,17.2,12,21.3,16,0,207,23,59.4,1003.3,450
9/25/2020,11.6,7.9,14.5,0,0,221,17.6,40.7,998.2,132
9/26/2020,7.9,5.9,9.2,20.1,0,248,11.5,29.2,996.8,0
9/27/2020,8.6,4.7,12.3,0,0,194,11.9,29.2,1003.6,78
9/28/2020,10.6,4.4,16,0,0,190,9.4,19.4,1010.8,540
9/29/2020,10.5,3.7,16.6,0,0,230,9.7,24.1,1016.2,516
9/30/2020,12.5,8.3,16.6,0,0,131,7.6,18.4,1015.2,60
10/1/2020,13.1,7.6,19.3,0,0,168,12.6,40,1005.2,474
10/2/2020,14.2,9,19.6,0,0,112,11.9,34.2,996.9,444
10/3/2020,12.6,7,18.6,0,0,62,14,44.6,991.9,120
10/4/2020,10.9,7.3,15.3,0.2,0,195,21.6,56.5,998.3,318
10/5/2020,11.3,8.9,15.1,0.4,0,203,17.6,48.2,1003.3,144
10/6/2020,11.5,9.8,14.4,0,0,208,25.6,57.2,1002.8,144
10/7/2020,11.5,10,14.5,0.3,0,238,23.8,48.2,1009.8,120
10/8/2020,12,7.6,14.7,1.6,0,219,26.3,56.5,1016.4,66
10/9/2020,11.9,8.6,15,7,0,244,11.5,46.4,1017.1,0
10/10/2020,8.5,4.4,12.3,0,0,245,17.3,45.7,1018.6,246
10/11/2020,6.7,3.2,11.1,0,0,223,14.8,31.3,1018.6,186
10/12/2020,7.7,4.6,12.6,0,0,268,13,34.6,1017.8,192
10/13/2020,6.9,2.3,10.6,2.7,0,322,8.6,20.5,1014.5,18
10/14/2020,7.2,6.6,7.9,25.2,0,329,20.2,41.4,1011.9,0
10/15/2020,7.4,6.9,8,3.5,0,7,17.6,37.1,1015.7,0
10/16/2020,7.4,6.3,9.5,2.7,0,13,16.6,34.2,1019.1,18
10/17/2020,6.8,6.1,7.9,1.5,0,301,10.4,23,1019.1,0
10/18/2020,7.8,5.9,10.5,0.3,0,253,18.7,35.6,1020.6,162
10/19/2020,7.9,3.7,11.8,0,0,215,13,24.8,1022,30
10/20/2020,9.5,3.8,14.7,0.3,0,188,15.8,32.4,1014.5,126
10/21/2020,14.7,10.3,18.9,0,0,194,19.1,44.3,1008.7,84
10/22/2020,16.2,12.7,18.7,0,0,208,23,45.7,1012.4,438
10/23/2020,14.1,11.6,16,0.3,0,217,15.1,28.8,1011.6,0
10/24/2020,12.6,9.1,16.6,0,0,229,22,46.1,1013.6,414
10/25/2020,12.2,9.5,14.8,1.5,0,194,16.6,37.1,1007.3,114
